tv_show,season,episode,title,rating,votes,release_date
Haikyû!!,1,10,Yearning,8.1,766,2014-06-08
Haikyû!!,1,11,Decision,7.8,750,2014-06-15
Haikyû!!,1,12,The Neko-Karasu Reunion,8.4,738,2014-06-22
Haikyû!!,1,13,Rival,8.7,844,2014-06-29
Haikyû!!,1,14,Formidable Opponents,7.9,736,2014-07-06
Haikyû!!,1,15,Revival,8.5,781,2014-07-13
Haikyû!!,1,16,Winners and Losers,8.6,798,2014-07-20
Haikyû!!,1,17,The Iron Wall,9.2,1197,2014-07-27
Haikyû!!,1,18,Guarding Your Back,9.1,1065,2014-08-03
Haikyû!!,1,19,Conductors,8.4,735,2014-08-10
Haikyû!!,1,20,Oikawa Toru is not a Genius,8.7,817,2014-08-17
Haikyû!!,1,21,Senpai's True Abilities,8.6,749,2014-08-24
Haikyû!!,1,22,Evolution,8.8,801,2014-08-31
Haikyû!!,1,23,The Point That Changes the Momentum,9.1,993,2014-09-07
Haikyû!!,1,24,"Removing the ""Solitary King""",9.3,1284,2014-09-14
Haikyû!!,1,25,The Third Day,8.5,763,2014-09-21
Haikyû!!,2,1,Let's Go to Tokyo!!,8.4,785,2015-10-04
Haikyû!!,2,2,Direct Sunlight,8.0,672,2015-10-11
Haikyû!!,2,3,Townsperson B,8.4,687,2015-10-18
Haikyû!!,2,4,Center Ace,7.9,640,2015-10-25
Haikyû!!,2,5,Greed,8.2,653,2015-11-01
Haikyû!!,2,6,Tempo,8.2,653,2015-11-08
Haikyû!!,2,7,Moonrise,8.0,632,2015-11-15
Haikyû!!,2,8,Illusionary Hero,8.4,678,2015-11-22
Haikyû!!,2,9,"VS. ""Umbrella""",8.1,623,2015-11-29
Haikyû!!,2,10,Cogs,8.7,685,2015-12-06
Haikyû!!,2,11,Above,8.2,628,2015-12-13
Haikyû!!,2,12,Let the Games Begin!,8.3,620,2015-12-20
Haikyû!!,2,13,A Simple and Pure Strength,8.4,614,2015-12-27
Haikyû!!,2,14,Still Growing,8.1,610,2016-01-10
Haikyû!!,2,15,Place to Play,8.2,602,2016-01-17
Haikyû!!,2,16,Next,8.5,622,2016-01-24
Haikyû!!,2,17,The Battle Without Will Power,8.2,614,2016-01-31
Haikyû!!,2,18,The Losers,8.4,625,2016-02-07
Haikyû!!,2,19,The Iron Wall Can Be Rebuilt Again and Again,8.1,608,2016-02-14
Haikyû!!,2,20,Wiping Out,8.8,705,2016-02-21
Haikyû!!,2,21,The Destroyer,8.8,686,2016-02-28
Haikyû!!,2,22,The Former Coward's Fight,9.1,1003,2016-03-06
Haikyû!!,2,23,Team,8.9,858,2016-03-13
Haikyû!!,2,24,The Absolute Limit Switch,9.5,2851,2016-03-20
Haikyû!!,2,25,Declaration of War,8.8,744,2016-03-27
Haikyû!!,3,1,Greetings,8.5,768,2016-10-08
Haikyû!!,3,2,The Threat of 'Left',8.7,734,2016-10-15
Haikyû!!,3,3,Guess-Monster,9.0,956,2016-10-22
Haikyû!!,3,4,The Halo Around the Moon,9.6,1958,2016-10-29
Haikyû!!,3,5,Individual VS Numbers,8.8,774,2016-11-05
Haikyû!!,3,6,The Chemical Change of Encounters,9.0,901,2016-11-12
Haikyû!!,3,7,Obsession,8.7,750,2016-11-19
Haikyû!!,3,8,An Annoying Guy,9.1,933,2016-11-26
Haikyû!!,3,9,The Volleyball Idiots,9.5,1425,2016-12-03
Haikyû!!,3,10,The Battle of Concepts,9.5,2166,2016-12-10
Haikyû!!,4,1,Introductions,8.0,689,2020-01-10
Haikyû!!,4,2,Lost,7.8,616,2020-01-17
Haikyû!!,4,3,Perspective,8.3,632,2020-01-24
Haikyû!!,4,4,Take It Easy,8.1,616,2020-01-31
Haikyû!!,4,5,Hunger,8.0,590,2020-02-07
Haikyû!!,4,6,Enhancements,8.0,575,2020-02-14
Haikyû!!,4,7,Return,8.1,596,2020-02-21
Haikyû!!,4,8,Challenger,7.9,579,2020-02-28
Haikyû!!,4,9,Everyone's Night,8.4,632,2020-03-06
Haikyû!!,4,10,Battle Lines,8.4,602,2020-03-13
Haikyû!!,4,11,A Chance to Connect,8.7,686,2020-03-20
Haikyû!!,4,12,Vivid,8.5,633,2020-03-27
Haikyû!!,4,13,The Second Day,8.7,735,2020-04-03
Haikyû!!,4,14,Rhythm,8.7,724,2020-10-02
Haikyû!!,4,15,Found,8.0,641,2020-10-09
Haikyû!!,4,16,Broken Heart,9.2,1219,2020-10-16
Haikyû!!,4,17,Cats vs. Monkeys,7.7,617,2020-10-23
Haikyû!!,4,18,Trap,8.4,644,2020-10-30
Haikyû!!,4,19,The Ultimate Challengers,8.2,612,2020-11-06
Haikyû!!,4,20,Leader,8.5,703,2020-11-13
Haikyû!!,4,21,Hero,8.5,693,2020-11-20
Haikyû!!,4,22,Pitons,9.5,1508,2020-11-27
Haikyû!!,4,23,The Birth of the Serene King,9.1,1020,2020-12-04
Haikyû!!,4,24,Monsters' Ball,9.5,2519,2020-12-11
Haikyû!!,4,25,The Promised Land,8.7,791,2020-12-18
The Jinx: The Life and Deaths of Robert Durst,1,1,A Body in the Bay,8.1,1307,2015-02-08
The Jinx: The Life and Deaths of Robert Durst,1,2,Poor Little Rich Boy,8.0,1175,2015-02-15
The Jinx: The Life and Deaths of Robert Durst,1,3,The Gangster's Daughter,8.0,1146,2015-02-22
The Jinx: The Life and Deaths of Robert Durst,1,4,The State of Texas vs. Robert Durst,8.5,1145,2015-03-01
The Jinx: The Life and Deaths of Robert Durst,1,5,Family Values,8.5,1147,2015-03-08
The Jinx: The Life and Deaths of Robert Durst,1,6,"""What the Hell Did I Do?""",9.3,1587,2015-03-15
The Jinx: The Life and Deaths of Robert Durst,2,1,Chapter 7: Why Are You Still Here?,7.8,392,2024-04-21
The Jinx: The Life and Deaths of Robert Durst,2,2,Chapter 8: Friendships Die Hard,7.4,346,2024-04-28
The Jinx: The Life and Deaths of Robert Durst,2,3,Chapter 9: Saving My Tears Until It's Official,7.5,301,2024-05-05
The Jinx: The Life and Deaths of Robert Durst,2,4,Chapter 10: The Unluckiest Man In The World,7.6,286,2024-05-12
The Jinx: The Life and Deaths of Robert Durst,2,5,Chapter 11: Mostly The Truth,8.4,312,2024-05-19
The Jinx: The Life and Deaths of Robert Durst,2,6,Chapter 12: It Takes a Village,7.6,265,2024-05-26
Yes Minister,1,1,Open Government,8.0,512,1980-02-25
Yes Minister,1,2,The Official Visit,8.1,478,1980-03-03
Yes Minister,1,3,The Economy Drive,8.0,441,1980-03-10
Yes Minister,1,4,Big Brother,8.8,476,1980-03-17
Yes Minister,1,5,The Writing on the Wall,8.2,414,1980-03-24
Yes Minister,1,6,The Right to Know,8.2,399,1980-03-31
Yes Minister,1,7,Jobs for the Boys,8.0,390,1980-04-07
Yes Minister,2,1,The Compassionate Society,8.4,405,1981-02-23
Yes Minister,2,2,Doing the Honours,8.3,365,1981-03-02
Yes Minister,2,3,The Death List,8.1,358,1981-03-09
Yes Minister,2,4,The Greasy Pole,8.2,346,1981-03-16
Yes Minister,2,5,The Devil You Know,8.2,349,1981-03-23
Yes Minister,2,6,The Quality of Life,8.0,345,1981-03-30
Yes Minister,2,7,A Question of Loyalty,8.7,359,1981-04-06
Yes Minister,3,1,Equal Opportunities,8.5,379,1982-11-11
Yes Minister,3,2,The Challenge,8.2,333,1982-11-18
Yes Minister,3,3,The Skeleton in the Cupboard,9.0,392,1982-11-25
Yes Minister,3,4,The Moral Dimension,8.8,376,1982-12-02
Yes Minister,3,5,The Bed of Nails,8.3,330,1982-12-09
Yes Minister,3,6,The Whisky Priest,8.2,338,1982-12-16
Yes Minister,3,7,The Middle-Class Rip-Off,8.1,315,1982-12-23
Yes Minister,3,8,Party Games,9.1,483,1984-12-17
Gomorrah,1,1,Il clan dei Savastano,7.9,1183,2014-11-05
Gomorrah,1,2,Ti fidi di me?,8.2,997,2014-05-06
Gomorrah,1,3,L'omm 'e casa,7.9,898,2014-05-13
Gomorrah,1,4,Sangue africano,8.1,869,2014-05-13
Gomorrah,1,5,Il ruggito della leonessa,7.9,836,2014-05-20
Gomorrah,1,6,Roulette spagnola,8.3,858,2014-05-20
Gomorrah,1,7,Imma contro tutti,8.1,809,2014-05-27
Gomorrah,1,8,La scheda bianca,8.0,795,2014-05-27
Gomorrah,1,9,Gelsomina Verde,8.5,852,2014-06-03
Gomorrah,1,10,Ora facciamo i Conte,8.4,810,2014-06-03
Gomorrah,1,11,Cento modi per uccidere,8.8,863,2014-06-10
Gomorrah,1,12,Gli Immortali,9.0,1041,2014-06-10
Gomorrah,2,1,Vita mia,7.9,795,2016-05-10
Gomorrah,2,2,Lacrime e sangue,7.8,733,2016-05-10
Gomorrah,2,3,Mea culpa,8.5,778,2016-05-17
Gomorrah,2,4,Profumo di iena,7.8,666,2016-05-17
Gomorrah,2,5,Occhi negli occhi,8.0,654,2016-05-24
Gomorrah,2,6,'O Track,8.2,657,2016-05-24
Gomorrah,2,7,Il Principe e il Nano,8.3,647,2016-05-31
Gomorrah,2,8,Divide et impera,8.2,629,2016-05-31
Gomorrah,2,9,Sette anni,8.1,623,2016-06-07
Gomorrah,2,10,Fantasmi,8.4,634,2016-06-07
Gomorrah,2,11,Nella gioia e nel dolore,7.9,612,2016-06-14
Gomorrah,2,12,La fine del giorno,9.0,945,2016-06-14
Gomorrah,3,1,Viva il Re!,8.0,683,2017-11-17
Gomorrah,3,2,Hasta la muerte,7.6,636,2017-11-17
Gomorrah,3,3,Inferno,8.7,820,2017-11-24
Gomorrah,3,4,Il filo e la Moira,8.6,658,2017-11-24
Gomorrah,3,5,Sangue Blu,8.0,577,2017-12-01
Gomorrah,3,6,Come nascere,8.0,567,2017-12-01
Gomorrah,3,7,Sangue del mio sangue,7.7,536,2017-12-08
Gomorrah,3,8,Guerra aperta,8.0,538,2017-12-08
Gomorrah,3,9,Giuda!,8.1,527,2017-12-15
Gomorrah,3,10,Insieme,8.0,539,2017-12-15
Gomorrah,3,11,Fede,8.8,663,2017-12-22
Gomorrah,3,12,Per sempre,8.8,784,2017-12-22
Gomorrah,4,1,Episode #4.1,7.8,635,2019-03-29
Gomorrah,4,2,Episode #4.2,8.2,606,2019-03-29
Gomorrah,4,3,Episode #4.3,7.8,568,2019-04-05
Gomorrah,4,4,Episode #4.4,8.3,598,2019-04-05
Gomorrah,4,5,Episode #4.5,7.7,537,2019-04-12
Gomorrah,4,6,Episode #4.6,8.0,551,2019-04-12
Gomorrah,4,7,Episode #4.7,7.9,530,2019-04-19
Gomorrah,4,8,Episode #4.8,8.1,528,2019-04-19
Gomorrah,4,9,Episode #4.9,8.6,569,2019-04-26
Gomorrah,4,10,Episode #4.10,8.2,519,2019-04-26
Gomorrah,4,11,Episode #4.11,8.2,513,2019-05-03
Gomorrah,4,12,Episode #4.12,9.0,809,2019-05-03
Gomorrah,5,1,Episode #5.1,8.1,581,2021-11-19
Gomorrah,5,2,Episode #5.2,8.2,564,2021-11-19
Gomorrah,5,3,Episode #5.3,7.9,472,2021-11-26
Gomorrah,5,4,Episode #5.4,8.4,491,2021-11-26
Gomorrah,5,5,Episode #5.5,8.0,437,2021-12-03
Gomorrah,5,6,Episode #5.6,7.9,429,2021-12-03
Gomorrah,5,7,Episode #5.7,8.4,460,2021-12-10
Gomorrah,5,8,Episode #5.8,8.2,454,2021-12-10
Gomorrah,5,9,Episode #5.9,8.3,422,2021-12-17
Gomorrah,5,10,Episode #5.10,8.1,670,2021-12-17
Pose,1,1,Pilot,8.6,1692,2018-10-05
Pose,1,2,Access,8.5,1265,2018-06-10
Pose,1,3,Giving and Receiving,8.8,1213,2018-06-17
Pose,1,4,The Fever,8.6,1069,2018-06-24
Pose,1,5,Mother's Day,8.9,1101,2018-07-01
Pose,1,6,Love Is the Message,9.1,1234,2018-07-08
Pose,1,7,Pink Slip,8.5,966,2018-07-15
Pose,1,8,Mother of The Year,9.1,1229,2018-07-22
Pose,2,1,Acting Up,8.9,1021,2019-06-11
Pose,2,2,Worth It,8.5,825,2019-06-18
Pose,2,3,Butterfly/Cocoon,8.5,838,2019-06-25
Pose,2,4,Never Knew Love Like This Before,9.1,1424,2019-07-09
Pose,2,5,What Would Candy Do?,8.1,735,2019-07-16
Pose,2,6,Love's in Need of Love Today,7.6,835,2019-07-23
Pose,2,7,Blow,8.1,683,2019-07-30
Pose,2,8,Revelations,8.7,753,2019-08-06
Pose,2,9,Life's a Beach,8.9,794,2019-08-13
Pose,2,10,In My Heels,9.2,858,2019-08-20
Pose,3,1,On the Run,8.1,686,2021-05-02
Pose,3,2,Intervention,8.4,649,2021-05-02
Pose,3,3,The Trunk,9.3,841,2021-05-09
Pose,3,4,Take Me to Church,8.6,693,2021-05-16
Pose,3,5,"Something Borrowed, Something Blue",8.2,555,2021-05-23
Pose,3,6,"Something Old, Something New",9.0,677,2021-05-30
Pose,3,7,Series Finale (Part I),8.8,590,2021-06-06
Pose,3,8,Series Finale (Part II),8.7,483,2021-06-06
El Chavo del Ocho,1,1,Rateros torpes/Los globos,8.6,77,1973-02-26
El Chavo del Ocho,1,2,La basura/El mozo revoltoso/La pintura,7.9,50,1973-03-19
El Chavo del Ocho,1,3,Los números/Vendiendo paletas heladas/La enfermedad de la Chilindrina,8.2,40,1973-03-26
El Chavo del Ocho,1,4,Las monedas/El metichito/El sarampión,7.7,35,1973-04-02
El Chavo del Ocho,1,5,Pordioseros/El ropavejero/Adivinanzas,7.6,37,1973-04-09
El Chavo del Ocho,1,6,El enfermo/Buena vecindad,7.9,31,1973-04-23
El Chavo del Ocho,1,7,El día de campo/Boxeadores/El sobre del dinero,7.6,32,1973-04-30
El Chavo del Ocho,1,8,Se solicita secretario/Ensuciar a Quico/Los globos,7.7,31,1973-05-07
El Chavo del Ocho,1,9,El contrabando/Confusión - parte 1/El Chavo y Don Ramón se enamoran - parte 2,8.0,37,1973-05-14
El Chavo del Ocho,1,10,La indigestión/El mosco es algo tosco/El Chavo se enamora - parte 3,7.8,34,1973-05-21
El Chavo del Ocho,1,11,Bolsitas de papas/Los carpinteros/Cerbatana y chochitos,7.7,32,1973-05-28
El Chavo del Ocho,1,12,El utilero inútil/El gato y los peces,7.5,29,1973-06-04
El Chavo del Ocho,1,13,¿Qué es lo que hay que hacer cuando entra un ladrón a la casa?/El jardinero,7.4,31,1973-06-11
El Chavo del Ocho,1,14,La pelota/Las coplas rancheras/Las preguntas/El tendedero,7.6,27,1973-06-18
El Chavo del Ocho,1,15,Las apuestas/La caja fuerte/Jugando a la escuelita,7.7,25,1973-06-25
El Chavo del Ocho,1,16,El desayuno,7.7,31,1973-07-02
El Chavo del Ocho,1,17,El limosnero/Faltando a clases en domingo,7.0,24,1973-07-09
El Chavo del Ocho,1,18,El jefe/El lechero,7.5,24,1973-07-16
El Chavo del Ocho,1,19,El bolero y el peluquero,7.9,24,1973-07-30
El Chavo del Ocho,1,20,La viejita/Por jugar con el agua,7.3,23,1973-08-13
El Chavo del Ocho,1,21,El marinero mareado/Los sustos,7.7,22,1973-08-20
El Chavo del Ocho,1,22,El traje - parte 1,7.5,22,1973-08-27
El Chavo del Ocho,1,23,La fiesta de la vecindad - parte 2,7.8,24,1973-09-03
El Chavo del Ocho,1,24,El patio sucio después de la fiesta,7.6,20,1973-09-17
El Chavo del Ocho,1,25,Los Insectos,7.7,29,1973-09-24
El Chavo del Ocho,1,26,Amigo asalta a amigo/Grupo musical,6.7,24,1973-10-08
El Chavo del Ocho,1,27,El perro,7.0,23,1973-10-22
El Chavo del Ocho,1,28,El robachicos,7.3,21,1973-11-12
El Chavo del Ocho,1,29,El zapatero - parte 1,7.3,21,1973-11-19
El Chavo del Ocho,1,30,El fútbol callejero - parte 1,7.8,21,1973-12-03
El Chavo del Ocho,1,31,Los atropellados - parte 2,7.5,18,1973-12-10
El Chavo del Ocho,1,32,La posada de la vecindad,7.4,19,1973-12-17
El Chavo del Ocho,1,33,La cuenta/Carta a Santa Claus,7.9,27,1974-12-23
El Chavo del Ocho,1,34,El año nuevo,7.8,23,1973-12-31
El Chavo del Ocho,2,1,Los pasteleros,7.2,30,1974-01-07
El Chavo del Ocho,2,2,La alcancía,7.8,29,1974-01-14
El Chavo del Ocho,2,3,El yoyo,7.6,29,1974-01-21
El Chavo del Ocho,2,4,El Billete de Lotería,8.3,35,1974-01-28
El Chavo del Ocho,2,5,El sonámbulo - parte 1,8.4,34,1974-02-04
El Chavo del Ocho,2,6,El misterio de los platos - parte 2,7.7,33,1974-02-11
El Chavo del Ocho,2,7,La declaración de amor,7.7,29,1974-02-18
El Chavo del Ocho,2,8,La enfermedad de Quico,7.7,31,1974-02-25
El Chavo del Ocho,2,9,El duelo,7.5,33,1974-03-04
El Chavo del Ocho,2,10,El loco de Don Ramón,7.4,18,1974-03-18
El Chavo del Ocho,2,11,Los globos,7.8,29,1974-03-25
El Chavo del Ocho,2,12,La cuenta/El tendedero,7.3,21,1974-04-01
El Chavo del Ocho,2,13,El ladrón del Señor Hurtado,7.6,33,1974-04-08
El Chavo del Ocho,2,14,Llegando tarde a la escuela,8.2,27,1974-04-15
El Chavo del Ocho,2,15,La invisibilidad,7.3,18,1974-04-22
El Chavo del Ocho,2,16,La lagartija,7.1,25,1974-04-29
El Chavo del Ocho,2,17,Harina para polvorear,7.3,25,1974-05-13
El Chavo del Ocho,2,18,Las Islas Marías/La casita del Chavo,6.5,17,1974-05-20
El Chavo del Ocho,2,19,Las corbatas de Don Ramón,7.3,26,1974-05-27
El Chavo del Ocho,2,20,El perrito de Quico,7.6,29,1974-06-03
El Chavo del Ocho,2,21,El perrito de Quico - parte 2,7.1,29,1974-06-10
El Chavo del Ocho,2,22,Falta de agua,6.9,17,1974-07-01
El Chavo del Ocho,2,23,Intento de robo/La carpintería - parte 1,7.9,26,1974-07-08
El Chavo del Ocho,2,24,La carpintería - parte 2,8.0,23,1974-07-15
El Chavo del Ocho,2,25,Las aguas frescas - parte 1,6.6,16,1974-07-22
El Chavo del Ocho,2,26,Las aguas frescas - parte 2,7.1,16,1974-07-29
El Chavo del Ocho,2,27,La casa de la viejita/El béisbol,6.4,16,1974-08-05
El Chavo del Ocho,2,28,Estampitas,7.5,24,1974-08-12
El Chavo del Ocho,2,29,El perrito de Quico - parte 2,7.8,25,1974-08-19
El Chavo del Ocho,2,30,Clases de box,7.4,18,1974-08-26
El Chavo del Ocho,2,31,Disgusto amoroso,7.5,26,1974-09-16
El Chavo del Ocho,2,32,Los yeseros,7.4,15,1974-09-23
El Chavo del Ocho,2,33,"La historia de Cyrano de Bergerac. No como fue, sino como pudo haber sido/Perdonar a los enemigos",7.0,13,1974-09-30
El Chavo del Ocho,2,34,"El ingenioso Hidalgo Don Quijote de la Mancha. No como fue, sino como pudo haber sido/El dibujo del profesor Longaniza",7.8,14,1974-10-07
El Chavo del Ocho,2,35,"La historia de Napoleón Bonaparte. No como fue, sino como pudo haber sido/El callo",7.3,13,1974-10-21
El Chavo del Ocho,2,36,Los platillos voladores si existen,7.2,15,1974-10-28
El Chavo del Ocho,3,1,La independencia,7.9,31,1975-01-13
El Chavo del Ocho,3,2,Don Quijote/Torta de Jamón,7.8,27,1975-01-20
El Chavo del Ocho,3,3,Su desconcierto en fu remol para piano y matraca,7.5,15,1975-01-27
El Chavo del Ocho,3,4,La bola de boliche - parte 3,7.8,12,1975-02-03
El Chavo del Ocho,3,5,El primo de Don Ramón,7.3,36,1975-02-10
El Chavo del Ocho,3,6,La guitarra,8.4,15,1975-02-17
El Chavo del Ocho,3,7,Pelea de agua,8.2,31,1975-02-24
El Chavo del Ocho,3,8,El regreso de la Chilindrina,8.4,31,1975-03-17
El Chavo del Ocho,3,9,La fuente de los deseos,8.5,33,1975-03-24
El Chavo del Ocho,3,10,Los bomberos,8.3,34,1975-03-31
El Chavo del Ocho,3,11,Episode #3.11,7.6,27,
El Chavo del Ocho,3,12,Episode #3.12,7.7,26,
El Chavo del Ocho,3,13,Episode #3.13,7.9,17,1976-04-19
El Chavo del Ocho,3,14,Episode #3.14,8.1,35,
El Chavo del Ocho,3,15,Episode #3.15,8.4,37,1975-05-05
El Chavo del Ocho,3,16,Episode #3.16,8.2,28,
El Chavo del Ocho,3,17,Episode #3.17,7.9,23,
El Chavo del Ocho,3,18,Episode #3.18,7.4,22,
El Chavo del Ocho,3,19,Episode #3.19,7.7,28,1975-07-07
El Chavo del Ocho,3,20,Episode #3.20,8.0,26,1975-07-14
El Chavo del Ocho,3,21,Episode #3.21,8.0,24,
El Chavo del Ocho,3,22,Episode #3.22,7.3,23,
El Chavo del Ocho,3,23,Episode #3.23,7.4,22,
El Chavo del Ocho,3,24,Episode #3.24,7.2,19,
El Chavo del Ocho,3,25,Episode #3.25,7.3,21,
El Chavo del Ocho,3,26,Episode #3.26,7.5,20,1973-06-25
El Chavo del Ocho,3,27,Episode #3.27,7.8,27,
El Chavo del Ocho,3,28,Episode #3.28,6.9,23,
El Chavo del Ocho,3,29,El peluquero/México 73,8.0,28,1973-07-23
El Chavo del Ocho,3,30,Episode #3.30,7.8,14,
El Chavo del Ocho,3,31,Episode #3.31,8.0,26,
El Chavo del Ocho,3,32,Episode #3.32,7.9,25,
El Chavo del Ocho,3,33,Episode #3.33,7.5,25,
El Chavo del Ocho,3,34,Episode #3.34,7.4,22,
El Chavo del Ocho,3,35,Episode #3.35,8.4,17,1975-12-27
El Chavo del Ocho,4,1,La Basura en su Lugar,8.2,28,1976-01-12
El Chavo del Ocho,4,2,Cubriendo al repartidor,8.0,27,1976-01-19
El Chavo del Ocho,4,3,El pollo asado,7.9,30,1976-01-26
El Chavo del Ocho,4,4,La nueva profesión - parte 1,8.4,14,1976-02-02
El Chavo del Ocho,4,5,La nueva profesión - parte 2,8.0,25,1976-02-09
El Chavo del Ocho,4,6,El traje de Don Ramón,7.7,10,1976-02-16
El Chavo del Ocho,4,7,Los tronadores,7.9,9,1976-02-23
El Chavo del Ocho,4,8,Piratas y barquitos de papel,7.9,19,1976-03-08
El Chavo del Ocho,4,9,Las historias de terror,8.6,30,1976-03-15
El Chavo del Ocho,4,10,Música para todos,8.5,12,1976-03-22
El Chavo del Ocho,4,11,Trabajo nuevo,7.7,27,1976-03-29
El Chavo del Ocho,4,12,"Los Toreros y Toros, parte 2",7.3,22,1976-04-12
El Chavo del Ocho,4,13,¡Qué golpiza! - parte 3,7.6,24,1976-04-19
El Chavo del Ocho,4,14,Piratas y barquitos de papel,7.8,24,1976-06-07
El Chavo del Ocho,4,15,La siembra de un huevo,7.4,28,1976-06-14
El Chavo del Ocho,4,16,Exámenes - parte 2,8.1,29,1976-06-28
El Chavo del Ocho,4,17,Exámenes - parte 3,8.5,29,1976-07-05
El Chavo del Ocho,4,18,La venta de la vecindad - parte 1,8.3,16,1976-07-12
El Chavo del Ocho,4,19,La venta de la vecindad - parte 2,7.5,24,1976-07-19
El Chavo del Ocho,4,20,Ropa sucia,7.9,20,1976-07-26
El Chavo del Ocho,4,21,Fútbol americano,8.0,24,1976-08-02
El Chavo del Ocho,4,22,Los sombreros,7.1,22,1976-08-09
El Chavo del Ocho,4,23,La invitación a desayunar - parte 2,7.9,23,1976-08-16
El Chavo del Ocho,4,24,El globero,8.0,27,1976-08-23
El Chavo del Ocho,4,25,Los sombreros,7.7,22,1976-08-30
El Chavo del Ocho,4,26,El sorteo de la lotería,8.1,21,1976-09-16
El Chavo del Ocho,4,27,Clases de animales,7.8,20,1976-09-13
El Chavo del Ocho,4,28,La muñequita prieta de La Chilindrina,7.6,13,1976-09-20
El Chavo del Ocho,4,29,Episode #4.29,7.6,20,
El Chavo del Ocho,4,30,Episode #4.30,7.2,12,
El Chavo del Ocho,4,31,Episode #4.31,8.4,24,
El Chavo del Ocho,4,32,Episode #4.32,7.9,23,
El Chavo del Ocho,4,33,Episode #4.33,7.8,23,
El Chavo del Ocho,4,34,Episode #4.34,7.8,22,
El Chavo del Ocho,4,35,Episode #4.35,7.9,21,
El Chavo del Ocho,4,36,O Ladrão da Vila,9.5,193,
El Chavo del Ocho,4,37,Os Loucos e a Cruz Vermelha,7.8,23,
El Chavo del Ocho,4,38,Episode #4.38,7.9,16,
El Chavo del Ocho,4,39,Episode #4.39,7.8,19,
El Chavo del Ocho,4,40,Feliz Ano Novo!,8.5,27,
El Chavo del Ocho,4,41,Ayuda a tus semejantes,8.2,28,1977-04-25
El Chavo del Ocho,5,1,Los niños asisten a la escuela,6.8,11,
El Chavo del Ocho,5,2,El negocio de las botellas,6.8,10,
El Chavo del Ocho,5,3,Ramoncito '77,6.6,13,1977-02-21
El Chavo del Ocho,5,4,En esta vecindad están prohibidos los animales,6.9,13,1977-02-28
El Chavo del Ocho,5,5,Una broma blanca,7.4,16,1977-03-07
El Chavo del Ocho,5,6,Episode #5.6,8.0,23,
El Chavo del Ocho,5,7,Episode #5.7,7.1,13,
El Chavo del Ocho,5,8,Episode #5.8,7.3,12,1981-01-15
El Chavo del Ocho,5,9,Episode #5.9,6.9,9,
El Chavo del Ocho,5,10,Episode #5.10,7.1,11,
El Chavo del Ocho,5,11,Episode #5.11,6.6,9,
El Chavo del Ocho,5,12,Episode #5.12,6.7,9,
El Chavo del Ocho,5,13,Episode #5.13,7.6,11,
El Chavo del Ocho,5,14,A la playa,9.3,135,
El Chavo del Ocho,5,15,Episode #5.15,7.4,10,
El Chavo del Ocho,5,16,Episode #5.16,6.9,10,
El Chavo del Ocho,5,17,Episode #5.17,6.7,9,
El Chavo del Ocho,5,18,Episode #5.18,7.6,12,1978-12-06
El Chavo del Ocho,5,19,Episode #5.19,7.5,12,1978-12-13
El Chavo del Ocho,5,20,Episode #5.20,7.5,12,1978-12-21
El Chavo del Ocho,5,21,Episode #5.21,6.7,9,
El Chavo del Ocho,5,22,Episode #5.22,6.9,9,
El Chavo del Ocho,5,23,Episode #5.23,7.4,10,
El Chavo del Ocho,5,24,Episode #5.24,6.7,9,
El Chavo del Ocho,5,25,Episode #5.25,6.6,9,
El Chavo del Ocho,5,26,Episode #5.26,7.8,18,
El Chavo del Ocho,5,27,Episode #5.27,7.9,20,
El Chavo del Ocho,5,28,Episode #5.28,7.5,14,
El Chavo del Ocho,5,29,Episode #5.29,7.1,9,
El Chavo del Ocho,5,30,Episode #5.30,6.9,9,
El Chavo del Ocho,5,31,Episode #5.31,6.9,9,
El Chavo del Ocho,5,32,Episode #5.32,6.6,9,
El Chavo del Ocho,5,33,"El desalojo de Don Ramón, parte 1",7.2,12,1977-11-07
El Chavo del Ocho,5,34,"El desalojo de Don Ramón, parte 2",7.7,14,1977-11-14
El Chavo del Ocho,5,35,Episode #5.35,6.9,9,
El Chavo del Ocho,5,36,Episode #5.36,7.4,10,
El Chavo del Ocho,5,37,"Pintando la Vecindad, parte 2",7.2,12,1977-10-24
El Chavo del Ocho,5,38,Episode #5.38,7.1,10,
El Chavo del Ocho,5,39,Episode #5.39,6.7,9,
El Chavo del Ocho,5,40,Episode #5.40,6.6,9,
El Chavo del Ocho,5,41,Episode #5.41,6.6,9,
El Chavo del Ocho,5,42,Episode #5.42,8.3,30,
El Chavo del Ocho,6,1,La venta de churros - parte 1,8.1,17,1978-03-06
El Chavo del Ocho,6,2,La venta de churros - parte 2,8.2,19,1978-03-13
El Chavo del Ocho,6,3,La venta de churros - parte 3,9.1,76,1978-03-20
El Chavo del Ocho,6,4,Episode #6.4,7.2,11,
El Chavo del Ocho,6,5,Enyesar la vecindad - parte 2,6.4,11,1978-04-03
El Chavo del Ocho,6,6,Episode #6.6,6.9,11,
El Chavo del Ocho,6,7,La jardinera,6.8,11,1978-04-17
El Chavo del Ocho,6,8,El voceador,6.8,10,1978-04-24
El Chavo del Ocho,6,9,Ama a tus enemigos,7.3,11,1978-05-01
El Chavo del Ocho,6,10,Prohibidos los niños - parte 1,7.1,11,1978-05-08
